id,function,E14 log 2,SPB74 log 2,virido log 2,J1074 log 2,AA4 log 2,actinorhodin,prodiginine,CDA,DFO,coelichelin,coelibactin,TW95a,tetrahydroxynaphthalene,hopanoids,eicosapentaenoic acid,NRPS,type 1 PKS,type 1 PKS #2,chalcone synth 1,siderophore,FAS,sugar synthase,geosmin,butyro lactone,chalcone synth 2,sesq synth,deferrioxamine,Coelibactin_,sapB,chaplins,rodlins,aerial hyphae,Hierarchical Clustering (order),transient_osmotic_stress_from_lee,sustained_osmotic_lee,delayed_induction_osmotic_lee,transient_repression_osmotic_lee,Binned virido log2,Binned J1074 log2,Binned E14 log 2,Binned SPB74 log 2,Binned AA4 log2,Binned E14 log 2 (1),Binned SPB74 log 2 (1),Binned J1074 log2 (1),Binned AA4 log2 (1),Binned virido log2 (2)
SCO3088,_-_hypothetical_protein,1.38964274,-1.491121847,0.700464044,1.538293955,1.227649658,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,248,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3094,_-_hypothetical_protein,0.024344928,-0.5996716,-1.088984982,-1.087650507,-0.480129405,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,923,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3095,_-_hypothetical_protein,0.08359302,-0.223912581,-0.392646742,-0.3974723,-0.432264956,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3301,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3097,_-_hypothetical_protein,-0.082060441,-0.258783556,-1.19173477,-1.120918346,-0.294094589,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1284,No,No,Yes,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3098,_-_hypothetical_protein,0.050854278,0.180880624,-0.73594715,-0.380487532,-0.4467042,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2784,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3103,_-_hypothetical_protein,0.744765605,0.748223651,1.333877949,1.261111631,0.812121453,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5862,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3104,_-_hypothetical_protein,0.028065031,-0.805869507,-0.975250752,-1.250796401,-0.836821115,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,778,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3105,_-_hypothetical_protein,0.618413917,0.529992662,1.142234085,1.988493362,0.610064515,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5800,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3108,_-_hypothetical_protein,-0.095842756,-0.19848427,-0.365041863,-0.568103122,-0.109707324,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3410,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3112,_-_hypothetical_protein,0.751585095,2.601764822,4.029406136,4.45813076,3.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7455,No,No,No,No,4 < x,4 < x,0 < x = 2,2 < x = 4,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3113,_-_hypothetical_protein,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3774,No,No,No,No,,,,,,,,,,
SCO3114,_-_hypothetical_protein,-0.710193869,-2.539997605,-1.422498737,-1.06078617,-1.264885,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,119,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3115,_-_hypothetical_protein,0.046896737,-0.500337818,-0.672077531,-0.835063337,-0.451401498,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1164,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3116,_-_hypothetical_protein,-0.411767651,-2.136904247,-0.694690241,-1.117678839,-0.470903543,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,737,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3117,_-_hypothetical_protein,0.057708977,-0.609947606,-0.483628587,-0.915114263,-0.007958386,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1972,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3118,_-_hypothetical_protein,0.218471705,-0.718661697,-0.826563608,-1.084882767,0.573737599,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2440,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3119,_-_hypothetical_protein,-0.216982809,-1.100060539,-0.271383591,-0.551502777,-0.138849138,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2059,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3120,_-_hypothetical_protein,0.634221932,0.175356271,2.85685488,2.887478265,1.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6562,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,2 < x
SCO3121,_-_hypothetical_protein,-0.822158674,1.179992501,2.612034425,2.769109608,2.770543538,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7457,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,0 < x = 2,2 < x = 4,x = 2,x = 2,2 < x,2 < x,2 < x
SCO3126,_-_hypothetical_protein,-0.30579511,-2.283903593,-0.664517632,-1.102500042,-1.133217271,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,734,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3131,_-_hypothetical_protein,1.776462282,1.08235929,1.46485075,1.893320267,5.236987658,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7596,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,4 < x,x = 2,x = 2,x = 2,2 < x,x = 2
SCO3140,_-_hypothetical_protein,-0.075964366,0.191838418,0.22204795,0.025903343,-0.224288559,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3875,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3141,_-_hypothetical_protein,-0.019601101,0.269722667,0.976607165,-0.008820126,0.356319215,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4956,No,No,No,No,0 < x = 2,#NAME?,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3142,_-_hypothetical_protein,0.712737705,0.259537202,0.844547566,-0.048074311,0.340663735,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4252,No,No,No,No,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3143,_-_hypothetical_protein,0.008946586,-0.720163273,-1.482454702,-1.392724778,-2.128561371,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,551,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3145,_-_hypothetical_protein,0.081726567,-1.208164315,-0.604019099,-0.714167543,-0.473570034,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1889,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3146,_-_hypothetical_protein,0.104898082,-1.105927752,-0.626200263,-0.590632944,0.001014359,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1946,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3150,_-_hypothetical_protein,0.086569263,-0.700918669,-0.800418721,-0.73657553,0.646781686,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2443,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3151,_-_hypothetical_protein,0.157444019,-0.145249497,-0.972672864,-0.897554632,0.145288593,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1697,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3152,_-_hypothetical_protein,0.070544787,-0.02210194,-0.896244733,-0.813200969,0.003903043,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1781,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3153,_-_hypothetical_protein,-0.064594761,-0.28025686,-0.028501055,-0.213717912,-0.153976409,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3391,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3154,_-_hypothetical_protein,0.162298461,-0.661583027,-0.58881004,-0.55798411,-0.156427092,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1648,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3155,_-_hypothetical_protein,-0.605242584,-1.429078283,-0.500323761,-0.282918008,-0.822839836,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,989,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3158,_-_hypothetical_protein,0.372110608,0.983915318,0.915782469,0.875880231,0.446018703,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5623,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3159,_-_hypothetical_protein,0.25750343,0.816928759,-0.13986685,-0.295919858,0.133581304,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4030,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3163,_-_hypothetical_protein,0.06049316,1.086420875,0.542942743,0.212082981,-0.317153684,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4341,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3164,_-_hypothetical_protein,-0.311514969,-0.029245763,-0.359850252,-0.258059779,-1.078197065,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2698,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3165,_-_hypothetical_protein,0.233193253,1.42857694,-0.170528505,-0.170255437,-0.875835102,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4479,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3169,_-_hypothetical_protein,0.736052965,-1.587537193,0.436848969,2.215121781,0.680446271,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,245,No,No,No,No,0 < x = 2,2 < x = 4,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,2 < x,x = 2,x = 2
SCO3176,_-_hypothetical_protein,1.263139571,0.523289927,-0.400690277,-0.581673371,-0.641423773,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4538,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3177,_-_hypothetical_protein,0.162588548,0.796872273,-0.34154111,-0.653338169,-0.453901055,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2835,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3183,_-_hypothetical_protein,0.064043437,-0.762330037,-0.259166849,-0.212407172,-0.89701434,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1072,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3187,_-_hypothetical_protein,0.074994468,0.97603899,0.213011243,-0.495390773,0.119914583,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3991,No,No,No,No,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3189,_-_hypothetical_protein,0.075001866,-0.65724373,0.314028776,-0.237007195,-0.290173171,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2293,No,No,No,No,0 < x = 2,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3191,_-_hypothetical_protein,-0.098675782,-0.217553323,-0.3499171,-0.176175542,-0.413161755,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3331,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3192,_-_hypothetical_protein,0.183062961,-0.711344043,-0.312110443,-0.132755257,-0.360861404,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3221,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3193,_-_hypothetical_protein,0.368757554,-0.861381929,0.062611618,-0.129172379,-0.033728386,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2509,No,No,No,No,0 < x = 2,#NAME?,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3195,_-_hypothetical_protein,0.172762454,-0.121675643,1.38498104,1.413022797,0.498994805,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6221,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3204,_-_hypothetical_protein,0.980398899,1.574732492,3.821061114,2.536290413,3.191860301,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7475,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,0 < x = 2,2 < x = 4,x = 2,x = 2,2 < x,2 < x,2 < x
SCO3208,_-_hypothetical_protein,-0.280714653,1.117182506,0.813405723,1.388397104,1.021733341,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7025,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3215,_-_hypothetical_protein,0.06705258,5.984451418,4.27106758,3.564270357,2.117884086,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7714,No,No,No,No,4 < x,2 < x = 4,0 < x = 2,4 < x,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3218,_-_hypothetical_protein,0.785553605,5.982112559,6.704113301,6.285909067,4.517970331,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7782,No,No,No,No,4 < x,4 < x,0 < x = 2,4 < x,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3220,_-_hypothetical_protein,1.137434895,7.236202731,6.575709945,5.60278583,4.016096872,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7784,No,No,No,No,4 < x,4 < x,0 < x = 2,4 < x,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3222,_-_hypothetical_protein,1.066272412,7.521968726,7.186596024,6.230289678,4.841406026,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7786,No,No,No,No,4 < x,4 < x,0 < x = 2,4 < x,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3237,_-_hypothetical_protein,0.322944271,4.387668253,5.77584596,4.963440797,4.218490403,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7765,No,No,No,No,4 < x,4 < x,0 < x = 2,4 < x,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3238,_-_hypothetical_protein,,,5.568181139,4.904529083,3.533770684,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7500,No,No,No,No,4 < x,4 < x,,,2 < x = 4,,,2 < x,2 < x,2 < x
SCO3239,_-_hypothetical_protein,2.211016714,6.933050112,5.840325348,5.241893527,3.57930833,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7754,No,No,No,No,4 < x,4 < x,2 < x = 4,4 < x,2 < x = 4,2 < x,2 < x,2 < x,2 < x,2 < x
SCO3240,_-_hypothetical_protein,1.757205366,6.230498859,4.448929652,3.444090545,2.370298669,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7748,No,No,No,No,4 < x,2 < x = 4,0 < x = 2,4 < x,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3241,_-_hypothetical_protein,1.449232898,5.463835081,5.715300951,4.917979898,3.5131512,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7746,No,No,No,No,4 < x,4 < x,0 < x = 2,4 < x,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3244,_-_hypothetical_protein,0.773440048,4.858557454,4.901583196,3.983056312,3.203905809,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7739,No,No,No,No,4 < x,2 < x = 4,0 < x = 2,4 < x,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3262,_-_hypothetical_protein,-0.161888406,1.610446351,1.108406581,0.413514835,0.101641013,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5926,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3263,_-_hypothetical_protein,-0.398764008,-0.003497204,1.966862245,2.452058107,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6547,No,No,No,No,0 < x = 2,2 < x = 4,#NAME?,#NAME?,,x = 2,x = 2,2 < x,,x = 2
SCO3265,_-_hypothetical_protein,-1.789016607,0,0.423298506,1.640154083,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4720,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,,x = 2,x = 2,x = 2,,x = 2
SCO3266,_-_hypothetical_protein,-0.822158674,0,1.848947309,0.920936016,0.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5958,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3267,_-_hypothetical_protein,-1.065216619,0,1.437429638,0.706226002,1.340099117,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6007,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3268,_-_hypothetical_protein,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3769,No,No,No,No,,,,,,,,,,
SCO3270,_-_hypothetical_protein,0.108486135,0.168430332,0.129519847,0.642759752,0.172103848,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5068,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3273,_-_hypothetical_protein,-0.164692187,0.293411358,0.811539746,0.656598619,-0.105424239,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5100,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3274,_-_hypothetical_protein,-0.127785576,0.033162617,0.1390728,0.229722334,-0.245081172,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3877,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3278,_-_hypothetical_protein,-0.604563602,-1.207703543,0.859481135,2.762972737,0.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6018,No,No,No,No,0 < x = 2,2 < x = 4,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,2 < x,x = 2,x = 2
SCO3280,_-_hypothetical_protein,1.048815943,1.403738368,2.73147621,2.136434827,1.702669196,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7184,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,2 < x
SCO3281,_-_hypothetical_protein,-0.218690002,0.955026236,2.084869147,2.891234341,1.455648257,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6934,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,2 < x
SCO3284,_-_hypothetical_protein,0.369030162,-0.40657562,0.28369063,0.492914816,0.509699228,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5274,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3286,_-_hypothetical_protein,0.198462462,-0.988641692,-0.266919625,-0.480661532,1.123423112,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2478,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3288,_-_hypothetical_protein,-0.926497282,3.77908466,7.794440116,8.320599254,5.697626193,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7764,No,No,No,No,4 < x,4 < x,#NAME?,2 < x = 4,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3290,_-_hypothetical_protein,-1.771440782,2.488038218,6.873615137,7.454299602,4.764337328,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7690,No,No,No,No,4 < x,4 < x,#NAME?,2 < x = 4,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO3292,_-_hypothetical_protein,0.540584819,0.840526836,1.430920199,1.610982686,0.895431854,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5837,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3297,_-_hypothetical_protein,-0.129476469,0.767304313,0.368279217,0.429147877,-0.663847707,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4279,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO3299,_-_hypothetical_protein,-0.070877043,0.844080089,1.754973557,2.095008481,0.610301594,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6893,No,No,No,No,0 < x = 2,2 < x = 4,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,x = 2
